interview__key	interview__id	interview__status	responsible	interviewers	rejections__sup	rejections__hq	entities__errors	questions__comments	interview__duration	n_questions_unanswered
25-31-96-77	b26df52eedd041ca885b931fb696c552	130	ms_int2	1	0	0	0	0	00.00:02:47	0
66-46-18-82	b5e9e22113a94369af61bdbba8b3fe74	100	ms_int10	1	0	0	0	0	00.00:01:50	0
46-82-53-85	b5f135614a354095ba73b5dcfb8fab78	100	ms_int2	1	0	0	0	0	00.00:01:54	0
74-33-19-17	baa983efc69f490d9ed155e24f053ed5	100	ms_int7	1	0	0	0	0	00.00:03:38	0
08-29-52-60	bc0d73a0b22a422d8b423f443090f320	100	ms_int2	1	0	0	0	0	00.00:09:25	0
32-49-27-16	bc7b39db2bf34aa9b90e12958853bc57	100	ms_int10	1	0	0	0	0	00.00:01:33	0
53-47-25-33	bccc6f1fbad5418dae7fd4e7b7199040	100	ms_int5	1	0	0	0	0	00.00:25:10	0
59-03-08-73	bd4d4573ea8d45449a8d6bdaa0623778	100	ms_int20	1	0	0	0	0	00.00:05:04	0
19-13-43-00	bdb68c87e6a14f00841df97a7a40f041	130	ms_int4	1	0	0	0	0	00.00:03:36	0
17-29-88-94	bf09886839db45eea66a7cfec1dc9ffe	100	ms_int20	1	0	0	0	0	00.00:07:16	0
06-25-65-41	bf2d68b53a7f42a3bf0a3fdf87fd5e25	130	ms_int4	1	0	0	0	0	00.00:01:09	0
79-69-11-21	bfd2f52298a945279de80ffd18ebc802	130	ms_int2	1	0	0	0	0	00.00:04:02	0
02-94-72-26	c03ac47db5444b4381d0590d80423670	130	ms_int2	1	0	0	0	0	00.00:02:28	0
52-24-18-03	c3db116ae3fd46e880b73b26fbd4219c	100	ms_int2	1	0	0	0	0	00.00:02:25	0
85-72-94-60	c3ea728d0b6e47a3b70301e6a0bff602	100	ms_int6	1	0	0	0	0	00.00:03:46	0
02-82-60-61	c45c917264b643ada91e55e3844b5b25	100	ms_int5	1	0	0	0	0	00.00:02:36	0
75-64-83-73	c495003cfe4e4e61b6f24fa719414b92	100	ms_int2	1	0	0	0	0	00.00:04:32	0
54-26-15-04	c60888e4dcbe4ac088163ed8eb246d09	100	ms_int20	1	0	0	0	0	00.00:09:03	0
77-55-96-14	c7860ae874c84226956b0c6ae12d2500	130	ms_int2	1	0	0	0	0	00.00:01:40	0
39-45-11-87	c84b63411d3f474980becb6d0747d4f9	130	ms_int7	1	0	0	0	0	00.00:02:05	0
44-61-09-52	d001d3ac3f5c4925991f678f171fb24f	130	ms_int2	1	0	0	0	0	00.00:02:49	0
27-80-54-57	d0d6b99b2efe4eec9aa1a5e0df18587d	130	ms_int7	1	0	0	0	0	00.00:02:07	0
72-84-83-07	d16fab4b7e7a4b96a585ad01fb1d891f	100	ms_int2	1	0	0	0	0	00.00:01:11	0
95-79-25-02	d18c4f8b430f4542aa9b3561a626453a	100	ms_int5	1	0	0	0	0	00.00:04:33	0
98-77-22-37	d1ca5262f35b4ae7b1a4f9052080e46d	130	ms_int7	1	0	0	0	0	00.00:04:19	0
90-12-84-43	d1d54ffd810540ed8041aa99bc4e8b8a	100	ms_int2	1	0	0	0	0	00.00:01:28	0
93-87-09-68	d4d8f8fb053c4b52bc6a43238655fd1c	130	ms_int4	1	0	0	0	0	00.00:03:42	0
42-33-78-40	d509359c5ab44d0f86f8e417bd315916	100	ms_int5	1	0	0	0	0	00.00:01:42	0
02-38-61-26	d5f4b3db75ba482db22d3a0180f36d09	130	ms_int2	1	0	0	0	0	00.00:02:27	0
65-58-68-19	d8188f9da568411b877e2ce37e92b33c	130	ms_int2	1	0	0	0	0	00.00:01:44	0
74-08-24-45	d869527da6584065b0c43c739c2cc885	130	ms_int4	1	0	0	0	0	00.00:03:11	0
18-79-07-53	daf7120ddc7840979d1ef02510cc81a0	100	ms_int2	1	0	0	0	0	00.00:02:46	0
05-77-25-83	dc72137a86d34ad0a3a8cc4e32c7feec	100	ms_int5	1	0	0	0	0	00.00:03:05	0
42-21-70-81	dee8cf40406b4fe1b4a53f15ee382eba	130	ms_int7	1	0	0	0	0	00.00:02:48	0
50-46-75-97	e03a434876154868afda2b87eef1e62d	130	ms_int2	1	0	0	0	0	00.00:02:54	0
46-28-13-85	e0dcfdada82a460f8b30bca69265bedf	100	ms_int3	1	0	0	0	0	00.00:01:20	0
96-54-00-90	e2fb65ae879044a392ad425a151c7ba8	130	ms_int2	1	0	0	0	0	00.00:01:54	0
47-99-04-13	e529fdde1a3d4520af852571cea298b8	100	ms_int11	1	0	0	0	0	00.00:02:14	0
96-67-05-08	eca4f253c62841c386af993eb7edf5e5	100	ms_int7	1	0	0	0	0	00.00:02:48	0
39-68-69-74	ef9a4c4fbb534dd89daa2738c8b5dc4d	100	ms_int4	1	0	0	0	0	00.00:03:24	0
97-67-98-15	f2ca9015a7c146f1a1d9a8b978509632	130	ms_int4	1	0	0	0	0	00.00:02:52	0
93-58-04-63	f34735b69d3844fda5d863f487ac775a	130	ms_int4	1	0	0	0	0	00.00:02:48	0
18-50-08-92	f5ab797ee2f441c9bfac30b04860c28a	130	ms_int2	1	0	0	0	0	00.00:03:11	0
67-03-24-59	f78369ea9a0044bb81fc092ee026fd45	100	ms_int2	1	0	0	0	0	00.00:02:30	0
85-11-51-73	fa74ef721c864d9787c2c6ba679bbd6a	100	ms_int4	1	0	0	0	0	00.00:02:42	0
90-59-52-53	fa8cb04d06a54da5b966ff360b20d8a2	130	ms_int2	1	0	0	0	0	00.00:02:05	0
22-51-34-95	fd98f4b1400340d1aa584d2feb2649c0	100	ms_int20	1	0	0	0	0	00.00:05:11	1
41-20-67-85	00ea761a2f6849d7b9bc9289f9782f4a	100	ms_int7	1	0	0	0	0	00.00:02:48	0
83-43-45-59	02649008a7624e31be931398d22fcedb	100	ms_int2	1	0	0	0	0	00.00:03:00	0
84-40-44-48	0498ee07e0c3418f9ef5b5e6e732f951	130	ms_int2	1	0	0	0	0	00.00:01:39	0
72-65-47-75	04d36b3353ee42cf8010bd2785bd4899	100	ms_int2	1	0	0	0	0	00.00:10:16	0
09-79-40-47	04d91967d18e4945aacd7032896cd73d	100	ms_int2	1	0	0	0	0	00.00:01:57	0
69-02-10-03	0512313297da47dcb503481b60deb3fd	130	ms_int21	1	0	0	0	0	00.00:09:00	0
15-75-42-57	054b72c734f04fed88ae375adc497cf1	100	ms_int2	1	0	0	0	0	00.00:02:01	0
11-31-05-43	05af1e38b2bc4fdd9a3e653c6ac5ae60	130	ms_int20	1	0	0	0	0	00.00:54:34	0
39-15-39-80	05b6c5169bd74122a2b8148a548ea007	130	ms_int2	1	0	0	0	0	00.00:02:38	0
67-38-04-84	061bb9b798964a9fa2315cd7c319599a	130	ms_int3	1	0	0	0	0	00.00:01:27	0
21-76-80-05	07564c35c1c04cc5bfe58917d1ac26a3	130	ms_int3	1	0	0	0	0	00.00:02:30	0
20-79-77-95	08778342917d4dcea23787b3d79afc62	100	ms_int2	1	0	0	0	0	00.00:01:38	0
40-53-00-74	09a8a5df8e934f73a96d6cf84b887169	130	ms_int3	1	0	0	0	0	00.00:03:26	0
38-33-50-37	0b6ff1238dee4e49be739f1377072e1f	130	ms_int10	1	0	0	0	0	00.00:06:03	0
53-15-33-10	0bdcf3ad56d94c26864b526716008f9b	130	ms_int20	1	0	0	0	0	00.00:23:31	0
33-48-14-65	0caa0e96b217481ca6e47c40c9feffd7	130	ms_int20	1	0	0	0	0	00.00:14:24	0
08-95-56-96	0dc9babd3014403bb00ffe848f72aeff	100	ms_int2	1	0	0	0	0	00.00:04:08	0
02-87-34-91	0fb49e08f407465c99046fe7b2d0b822	130	ms_int2	1	0	0	0	0	00.00:02:10	0
13-44-88-71	124a63e90dfb4f28956edd2491ead7b2	130	ms_int2	1	0	0	0	0	00.00:03:12	0
11-36-05-72	1483b28295d94c69be405b2ef9332083	130	ms_int11	1	0	0	0	0	00.00:02:16	0
86-44-95-13	15bdfc67e3c44cf98c855b3d2068a054	130	ms_int2	1	0	0	0	0	00.00:01:00	0
86-55-98-49	15dd8469f963467dbfe920386cf68de2	100	ms_int2	1	0	0	0	0	00.00:01:30	0
19-99-24-27	169e329f2ccd4ebcaad3864f364dda25	100	ms_int2	1	0	0	0	0	00.00:01:32	0
65-59-86-14	1728216997744d8c8f9764683d256014	130	ms_int3	1	0	0	0	0	00.00:01:31	0
52-21-95-27	1797ce8afb4247b7878a6f4e38eba4e0	130	ms_int11	1	0	0	0	0	00.00:01:48	0
08-53-45-86	18f75330e8b44aa6b4d95a69b03a6eec	100	ms_int2	1	0	0	0	0	00.00:01:49	0
03-41-98-39	1a368b7c83be478db7fdf8af96e5bae4	130	ms_int20	1	0	0	0	0	00.00:17:23	6
03-12-65-90	1aac25a0339445898e650a4cb322519b	100	ms_int7	1	0	0	0	0	00.00:05:59	0
29-39-84-96	1b40afdf802f42d790b163ae16982f41	130	ms_int20	1	0	0	0	0	00.00:36:47	0
77-97-12-57	1ced76b8241b4376a04490b40d87101e	130	ms_int22	1	0	0	0	0	00.00:02:48	0
53-65-02-37	1dcb815336dd48619fd789e05fd8f396	130	ms_int20	1	0	0	0	0	00.00:11:42	0
41-86-70-21	1e054a37cc5542f594a1ecc0b2460776	130	ms_int22	1	0	0	0	0	00.00:03:01	1
24-62-28-41	1f90af5a1f0d4ba6a624d4fb558d6aa0	130	ms_int20	1	0	0	0	0	00.00:09:17	0
01-86-00-74	1fa25865acc84afd9eff9cf14ca0c47f	130	ms_int2	1	0	0	0	0	00.00:01:54	0
41-20-61-84	1fc16dca81e14ed39e07ac02e817c8bf	130	ms_int21	1	0	0	0	0	00.00:03:25	0
57-61-70-04	20d81b3515674d9698642236d85d88ea	100	ms_int7	1	0	0	0	0	00.00:03:27	0
49-41-17-48	21d927e5d53149a6b9af7c5511fe14da	130	ms_int10	1	0	0	0	0	00.00:01:48	0
77-15-25-95	23018294376a4bef9926eec496d438f0	130	ms_int8	1	0	0	0	0	00.00:02:21	0
85-08-40-49	237d5e6da1be4d71aee32d649f64737b	130	ms_int20	1	0	0	0	0	00.00:09:47	1
72-51-88-34	2650b887bd1a4febb1cd4e7c6c952da6	130	ms_int10	1	0	0	0	0	00.00:03:55	0
86-57-40-11	2664ad58944d4e7098b80011dfa538ac	130	ms_int3	1	0	0	0	0	00.00:04:10	0
93-32-05-84	26eb168d16df474a8e1a6335d84019b6	100	ms_int2	1	0	0	0	0	00.00:01:35	0
16-01-77-59	275fd783b91d4a659e06606c37953901	130	ms_int21	1	0	0	0	0	00.00:26:15	0
08-10-21-39	27ce7f528ad7458aa4777acaf15a927e	130	ms_int21	1	0	0	0	0	00.00:03:37	0
09-55-41-13	28afc74ff0c949f48c03ef534cdff30c	130	ms_int8	1	0	0	0	0	00.00:02:08	0
75-65-00-69	293a2bcce96f41afb8b1e8e55dd8c426	130	ms_int8	1	0	0	0	0	00.00:02:20	0
84-27-35-94	297ea0adfad547ba9625da1f535d4149	130	ms_int3	1	0	0	0	0	00.00:02:59	0
36-94-68-37	29ca5c51e9ea44fe84883a1d3efe15ee	130	ms_int10	1	0	0	0	0	00.00:02:09	0
11-07-32-88	2a3139a31e3642eea4dddb07c6a9bbbf	100	ms_int2	1	0	0	0	0	00.00:02:02	0
52-51-07-87	2ab1ecbc49884c38a71f0ab1b841b4ba	130	ms_int20	1	0	0	0	0	00.00:42:10	0
25-55-36-27	2abc4ab863474e23a90630dec5793cec	130	ms_int20	1	0	0	0	0	00.00:13:17	0
75-14-52-58	2b68d447206543388e36b8869de04437	130	ms_int20	1	0	0	0	0	00.00:14:55	0
14-19-73-71	2bbd5cf66b0e4af5b674d7d3d411e8ac	130	ms_int21	1	0	0	0	0	00.00:18:24	0
52-37-64-25	2be83f6258c14528829849d6e7988e22	130	ms_int21	1	0	0	0	0	00.00:04:34	0
95-31-93-08	2c90e907d3b44921bad4cf9c20ea2e90	130	ms_int10	1	0	0	0	0	00.00:04:02	0
98-88-81-76	2e850265ee2d4b288de21024a4c8bd70	100	ms_int2	1	0	0	0	0	00.00:02:26	0
51-70-12-98	2efd06d3edd84d079e1e1d38e1295af7	130	ms_int20	1	0	0	0	0	00.00:29:01	0
06-45-29-43	2f26821bc60840b4aa2da1e9ba76466e	130	ms_int21	1	0	0	0	0	00.00:03:32	0
79-62-25-44	300a6a7697564f33aa126af7be940e09	130	ms_int21	1	0	0	0	0	00.00:03:53	0
85-26-35-54	305920348460463193220290cf915981	130	ms_int8	1	0	0	0	0	00.00:02:02	0
70-86-73-07	31cc481b55974917a92c1eebf7de00e9	100	ms_int11	1	0	0	0	0	00.00:01:31	0
10-84-37-25	338b44f6054f43df97d94ffc3df264e4	130	ms_int10	1	0	0	0	0	00.00:04:15	0
65-82-84-27	34d823dd453f4309a5846f195acfadf1	130	ms_int3	1	0	0	0	0	00.00:04:05	0
71-21-10-76	35fc411ec3204dff8fa5a0a228e8a4a3	130	ms_int10	1	0	0	0	0	00.00:05:31	0
00-34-76-50	36a5680d1fb64924b94a25c1daba2e09	130	ms_int11	1	0	0	0	0	00.00:03:40	0
16-06-99-23	3737b4de752b43c68385079ca696ad60	130	ms_int20	1	0	0	0	0	00.00:10:45	0
47-98-10-82	38365c2bac764683bee9fe090ca517f7	130	ms_int2	1	0	0	0	0	00.00:01:35	0
21-48-38-50	38ab2f9426784717bc53e73c589229b4	130	ms_int20	1	0	0	0	0	00.00:55:40	0
00-70-07-06	3a5873ab460845ac8abe64df37486e97	130	ms_int21	1	0	0	0	0	00.00:03:52	0
46-47-47-76	3dae67a8e47f40bc9d6240cb9df19851	130	ms_int10	1	0	0	0	0	00.00:05:58	0
18-24-25-98	3dd89da1fd734413b6b48af639e831c9	100	ms_int2	1	0	0	0	0	00.00:01:35	0
13-95-65-04	3df200693b5e4cbc8fc59a4a3893c193	130	ms_int3	1	0	0	0	0	00.00:03:13	0
44-49-93-33	3ed5ea0dd9a34985aa03ec918c041eff	100	ms_int2	1	0	0	0	0	00.00:08:15	0
21-08-68-81	4027c28071274f969733f2ee7fec8d1f	130	ms_int21	1	0	0	0	0	00.00:01:47	1
23-80-98-13	410f759b168e4b488acd82e8fcf4f084	130	ms_int20	1	0	0	0	0	00.00:05:32	0
43-63-40-71	419fe7b443b74fa597eb73cde83a11e7	100	ms_int2	1	0	0	0	0	00.00:00:59	0
27-97-52-73	41a2149900bb4359a3c404936dda0fa4	130	ms_int8	1	0	0	0	0	00.00:02:12	0
71-41-97-65	4206a0c97e614c1f8d23ed2ec81b25fd	100	ms_int11	1	0	0	0	0	00.00:04:14	0
21-51-73-26	424573634f4c44438683b1d283033089	100	ms_int2	1	0	0	0	0	00.00:08:11	0
66-33-53-94	429bfac4b7d146e5a00b9da62c5da734	130	ms_int3	1	0	0	0	0	00.00:02:58	0
51-56-39-20	42cb7ecc6fbf4fc28be6b62fa4506b95	130	ms_int2	1	0	0	0	0	00.00:02:03	0
21-12-36-65	448485f952fc4eb39757ff9a5f254ab4	130	ms_int21	1	0	0	0	0	00.00:04:29	0
07-58-57-25	4757f3938b1b4b39b549f0eb9cbaa65d	130	ms_int22	1	0	0	0	0	00.00:04:06	0
45-77-03-62	47607ecf8441498c87a41a772112f4ab	130	ms_int20	1	0	0	0	0	00.00:11:11	0
08-10-09-47	47829ca97d5f41dfb6c21c01355c7d58	100	ms_int2	1	0	0	0	0	00.00:01:28	0
58-69-81-03	47e889fa85c94bd7ad7b186769809191	130	ms_int20	1	0	0	0	0	00.00:05:28	0
81-97-62-10	47eef8d1136b4c008e2eed83c1c2b4c1	130	ms_int3	1	0	0	0	0	00.00:03:29	0
32-80-94-27	4949ba79020142d0a2c7e09abfe75ca6	130	ms_int22	1	0	0	0	0	00.00:02:35	0
83-34-22-20	497b7feceaf94b30ba5bb11b95b58dc8	130	ms_int20	1	0	0	0	0	00.00:08:41	0
50-23-08-33	4a992cccce7049a5a7565e1ce8f364ec	100	ms_int2	1	0	0	0	0	00.00:03:00	0
39-30-14-88	4bb5a4a1fa494f5d8fe0ddb525e6838f	130	ms_int2	1	0	0	0	0	00.00:03:50	0
57-36-13-94	4c6945223d1347178ca4e8637d9d6f9c	130	ms_int20	1	0	0	0	0	00.00:07:58	0
26-28-08-46	4c914ae8fe8c4963b7497062f6b09fe1	130	ms_int21	1	0	0	0	0	00.00:02:58	1
85-75-77-84	4cb75ffec63840b8a21990322490b657	100	ms_int2	1	0	0	0	0	00.00:03:15	0
91-41-86-42	4d9d12aed61243a2a1ab845fe38ce905	130	ms_int3	1	0	0	0	0	00.00:01:08	0
28-21-01-61	4f3958525ff3472a8977c6c97b4f6227	130	ms_int3	1	0	0	0	0	00.00:02:27	0
18-94-78-54	4f4d2f9cc99442aba632dd609b45fef4	130	ms_int20	1	0	0	0	0	00.00:09:26	0
33-43-57-99	4fae8614b3cc4c9586450139d36417dc	130	ms_int7	1	0	0	0	0	00.00:02:47	0
53-23-62-81	4fee33a34a7f466f9527cb6f97dfeee7	100	ms_int2	1	0	0	0	0	00.00:03:55	0
39-00-25-40	517a45061d714030ad363f102530ef58	130	ms_int3	1	0	0	0	0	00.00:01:22	0
78-26-58-72	51cfe142d95b4cb0a2027d6a7843853a	100	ms_int2	1	0	0	0	0	00.00:02:01	0
40-06-88-49	5213c79e2cdd477a8c7d58603ab78452	130	ms_int20	1	0	0	0	0	00.00:05:40	0
13-17-28-86	57a0733e4ccf44dbace27387e0c653b7	100	ms_int5	1	0	0	0	0	00.00:07:34	0
79-91-52-18	599b9c300f504e4e9e94b8bd45e47e20	100	ms_int2	1	0	0	0	0	00.00:02:12	0
65-71-00-92	5c2e680da5234aa2ae88fd3910f3f02c	100	ms_int2	1	0	0	0	0	00.00:03:11	0
18-93-54-52	5d53534b948e4ea690d3242ab916e1c2	100	ms_int2	1	0	0	0	0	00.00:03:41	0
00-54-26-51	6132286b08e44b22b1f773fa412388e3	100	ms_int2	1	0	0	0	0	00.00:06:02	0
56-47-90-67	6154446d98fb4eaf963ef0a03caba037	100	ms_int2	1	0	0	0	0	00.00:03:25	0
46-45-61-10	646e631286ed4c38a268b0d07318450b	100	ms_int2	1	0	0	0	0	00.00:01:34	0
01-90-36-45	68fe4680b5aa4617933c53fbf54b5d84	100	ms_int2	1	0	0	0	0	00.00:05:02	0
56-26-46-20	6b0cbed9e5aa4aa1840f6cc28f17a5ca	100	ms_int2	1	0	0	0	0	00.00:04:05	0
02-64-91-56	6c68e88a35c34f579561a60a37202381	100	ms_int7	1	0	0	0	0	00.00:04:04	0
18-31-03-46	6d1ca58dcc634a0fa17e9e79b910b44b	100	ms_int2	1	0	0	0	0	00.00:01:48	0
23-10-08-10	72b9f2de41724a00af5442aa164e6bbd	100	ms_int2	1	0	0	0	0	00.00:06:32	0
55-05-29-58	72cb432ac87c4b74a09cb9eaf49d7cad	100	ms_int2	1	0	0	0	0	00.00:03:55	0
56-65-96-82	76fad62dfdb54ec5a0fdf6f5c709cf57	100	ms_int2	1	0	0	0	0	00.00:04:20	0
85-32-19-12	77d7178a494448bf9ea4bc8d5f08d82c	100	ms_int7	1	0	0	0	0	00.00:02:03	0
97-86-96-15	78d6d73201d54652a0e419fdd0af0c76	100	ms_int2	1	0	0	0	0	00.00:02:55	0
67-09-24-72	7a60eaf2d28c473dab19b51c53b0c6e9	100	ms_int2	1	0	0	0	0	00.00:01:58	0
59-35-45-89	8042acdad4994c758c998efe57c2a103	100	ms_int2	1	0	0	0	0	00.00:04:05	0
39-24-89-24	86169f576c5e4b73a71a01d27cd2afe6	100	ms_int2	1	0	0	0	0	00.00:02:48	0
28-16-25-02	8ce5f80250f2495a9e4999174ed6cb2d	100	ms_int2	1	0	0	0	0	00.00:01:47	0
38-70-80-68	9351fdf68a2b4caa99ce4ed02a3c87e1	100	ms_int2	1	0	0	0	0	00.00:33:53	0
53-88-10-12	94494dd2f18648fcb2a695a6e5031cef	100	ms_int2	1	0	0	0	0	00.00:03:22	0
70-23-56-40	94d07e770da1480f99dc6542368c9e92	100	ms_int2	1	0	0	0	0	00.00:01:01	0
11-27-23-48	a5f3ba60348b42aab48308bf3148f7ec	100	ms_int2	1	0	0	0	0	00.00:03:38	0
23-31-08-83	a81f9b63a8b84abca4aa34adee70170e	100	ms_int2	1	0	0	0	0	00.00:01:50	0
98-41-12-86	a91edf74bf534d51bd10b8e6e269a62c	100	ms_int2	1	0	0	0	0	00.00:03:36	0
66-29-49-36	a933d8283df44d31b0c8ebf3eebfdbc6	100	ms_int2	1	0	0	0	0	00.00:02:07	0
72-64-53-37	af0215cc0e444194aeb56fd108deeca4	100	ms_int2	1	0	0	0	0	00.00:02:19	0
68-15-49-61	af7f377b8c5e441b81c2275c19330aea	100	ms_int11	1	0	0	0	0	00.00:02:53	0
84-76-94-60	b09ffdc44b4c4fcd83ab25be00bd2877	100	ms_int2	1	0	0	0	0	00.00:01:55	0
63-47-35-28	b3124133df11496a8c8b065f823d68ec	100	ms_int2	1	0	0	0	0	00.00:06:18	0
00-43-48-52	b4ea618bf69c40d09d45e11143e56a3a	100	ms_int11	1	0	0	0	0	00.00:04:01	0
05-73-33-15	b56699176fac43c9b17ebba0f6ecea4b	100	ms_int2	1	0	0	0	0	00.00:06:39	0
92-14-88-76	b900ed1d39454863981a4dfc4a11063e	100	ms_int11	1	0	0	0	0	00.00:04:49	0
08-34-40-32	bbb263471e564e3094f6326720439165	100	ms_int11	1	0	0	0	0	00.00:02:07	0
91-16-77-97	c199a88b92614deaa3f1c0b568731062	100	ms_int2	1	0	0	0	0	00.00:02:39	0
11-05-65-62	c1ef832084f94287a5245c100d40080e	100	ms_int2	1	0	0	0	0	00.00:03:20	0
56-77-73-33	ca9bd0e0fcd64fbfbc2424ccac30a725	100	ms_int2	1	0	0	0	0	00.00:03:22	0
92-37-07-12	ca9e109a1ac744d1b2a95cc1b954c8d4	100	ms_int2	1	0	0	0	0	00.00:03:40	0
07-34-04-25	ccae2ce3049947cc8379f71ff723f668	100	ms_int2	1	0	0	0	0	00.00:03:50	0
25-53-93-18	ccf3f7e7b43849e4976e58d49aae3586	100	ms_int2	1	0	0	0	0	00.00:01:57	0
89-82-49-28	ce20e90982444ca1a80df15247e81040	100	ms_int2	1	0	0	0	0	00.00:02:20	0
96-02-30-07	cf597e2e87c04a268f57fcdcaa23f077	100	ms_int2	1	0	0	0	0	00.00:03:29	0
86-16-92-45	d4d5e8ee271f489e956e85d22c274926	100	ms_int2	1	0	0	0	0	00.00:03:34	0
73-13-39-35	d7b79624cee745649c9f7c1e76d2ebe8	100	ms_int2	1	0	0	0	0	00.00:04:41	0
36-13-42-19	dcf0cd99320c430580f7f9480f8bcd3d	100	ms_int2	1	0	0	0	0	00.00:04:24	0
92-06-55-18	e20c4c59c1b84dc88ae33a3e1137ae13	100	ms_int2	1	0	0	0	0	00.00:02:30	0
86-57-60-71	e23a23bd0ce743f28af5fc8e51c96f17	100	ms_int2	1	0	0	0	0	00.00:02:49	0
55-31-33-95	e2fd019e7be44d299725615698cf40cd	100	ms_int2	1	0	0	0	0	00.00:03:02	0
35-22-65-10	e35ae8d7705b4cffb025429aa39048f2	100	ms_int11	1	0	0	0	0	00.00:01:46	0
78-50-99-49	e39f550246c64f09a76c99c4f957576a	100	ms_int2	1	0	0	0	0	00.00:01:55	0
32-11-50-19	e426e45e2ca6450aab4818bfb556ac5a	100	ms_int2	1	0	0	0	0	00.00:02:47	0
20-36-83-06	e4aeb95a887b48488fcd9a5f1169dd66	100	ms_int2	1	0	0	0	0	00.00:02:56	0
28-13-29-03	e5ba832a33634614bbdfb878c00c92e5	100	ms_int2	1	0	0	0	0	00.00:02:27	0
35-95-55-21	e604f41e90e54fdd85d84818d1702378	100	ms_int2	1	0	0	0	0	00.00:05:14	0
27-50-14-15	ee68cf0e24714abb851374ce59f6c209	100	ms_int2	1	0	0	0	0	00.00:02:49	0
96-78-36-19	f4098999b1bc4e00875197b6788f7dbf	100	ms_int2	1	0	0	0	0	00.00:02:09	0
78-40-99-51	fa35a6efbe2d44bb84166c1fca2500bb	100	ms_int11	1	0	0	0	0	00.00:01:48	0
51-79-75-07	5287518b6a754ef585b7e7f8c27cf697	130	ms_int21	1	0	0	0	0	00.00:05:04	0
84-27-51-48	52cfaa8be16c4d8cba3bedffb22e71df	130	ms_int22	1	0	0	0	0	00.00:02:34	0
73-39-26-97	533406e4f38346628231881abbb39055	130	ms_int10	1	0	0	0	0	00.00:04:08	0
97-36-53-33	55ee7c1054834686b17ecaa50a4b3dd9	130	ms_int20	1	0	0	0	0	00.00:28:45	0
64-29-01-42	585babb0cbd0437591fb1b7a04e0fb1b	130	ms_int20	1	0	0	0	0	00.00:16:00	0
15-34-12-96	5863b4eda2224dccb840e615d00b62ae	130	ms_int22	1	0	0	0	0	00.00:01:37	2
10-92-87-94	58d2f23d2828497eb574d561d357c90d	130	ms_int10	1	0	0	0	0	00.00:06:18	0
89-07-06-76	58e2cdffd9a442f5bcaddc65d8b03a8e	130	ms_int21	1	0	0	0	0	00.00:20:41	0
74-21-83-95	5b1faddf0cf44855a07f6f420200bc37	130	ms_int20	1	0	0	0	0	00.00:06:13	0
60-79-30-56	5b7974d8a4874d21807a3d18d1a6f20a	130	ms_int20	1	0	0	0	0	00.00:03:58	0
90-24-53-21	5c968f74803847958cd4156bf676c35c	130	ms_int20	1	0	0	0	0	00.00:33:31	0
38-09-45-75	5db9e45c3c1546ce819735866c6c0022	130	ms_int22	1	0	0	0	0	00.00:01:15	0
88-85-81-95	5e5d40cb2d4a4099a48cf7df2bf144f8	130	ms_int2	1	0	0	0	0	00.00:02:56	0
71-69-60-07	5e9b9cd8c89d44f29237ff58909e1c8c	130	ms_int8	1	0	0	0	0	00.00:02:38	0
58-24-55-41	5f06330d87bd49e29b6bf3e701c48387	130	ms_int10	1	0	0	0	0	00.00:03:50	0
05-58-58-75	62175e7b29234e7f88f7cd1cecfee1ac	130	ms_int22	1	0	0	0	0	00.00:02:01	2
06-10-07-86	629eba13bd0942e98b3435b647a2ab1e	130	ms_int11	1	0	0	0	0	00.00:02:23	0
43-97-94-08	62c717d58b48447086e75f29e8f0aed0	130	ms_int2	1	0	0	0	0	00.00:02:43	0
91-66-16-49	648013c57fc044f384097f240f739cb9	130	ms_int2	1	0	0	0	0	00.00:01:04	0
31-19-96-30	64c052d4c587415dbfaced3d8df0d839	130	ms_int11	1	0	0	0	0	00.00:04:00	0
65-08-38-03	64c8d1f627ff4e338cc204674afaa1dd	130	ms_int21	1	0	0	0	0	00.00:10:43	0
55-40-64-30	6596e0fe884a4f8a8518c918bdf692ec	130	ms_int8	1	0	0	0	0	00.00:04:43	1
74-12-52-26	6622f8e17785401ba0e931948bca462d	130	ms_int3	1	0	0	0	0	00.00:03:23	0
40-09-84-56	67e31c24f1cc4eb79243aef71038ac09	130	ms_int3	1	0	0	0	0	00.00:03:06	0
75-04-26-80	6904a85bd6e241de92e90a7602c833c6	130	ms_int3	1	0	0	0	0	00.00:06:32	0
19-32-14-53	6a45658023cf44f8ab6e772fd8d495c9	130	ms_int21	1	0	0	0	0	00.00:03:36	0
71-33-59-64	6bb037ffb9544084a5eff6159579f1b7	130	ms_int10	1	0	0	0	0	00.00:04:54	0
25-54-18-33	6c62a3c9a29440e4a17d5236c7220506	130	ms_int3	1	0	0	0	0	00.00:02:08	0
15-38-36-78	6c7bf6a2b37d4eefabbe1f05979e6934	130	ms_int11	1	0	0	0	0	00.00:03:20	0
93-93-07-01	6d06d392204d46858b9356ada5ab2c20	130	ms_int22	1	0	0	0	0	00.00:05:02	0
21-66-98-53	6f474fbe422a4ef7bbd0c7ced77bcfae	130	ms_int21	1	0	0	0	0	00.00:02:55	1
66-64-07-62	6f47a74136e44e329b6311d69aafb914	130	ms_int20	1	0	0	0	0	00.00:32:13	0
