interview__key	interview__id	interview__status	responsible	interviewers	rejections__sup	rejections__hq	entities__errors	questions__comments	interview__duration	n_questions_unanswered
51-55-75-47	3dd3bf778b5b4290aecb6dffbdd09d61	100	ms_int21	1	0	0	0	0	00.00:02:06	0
82-90-67-91	3e6d7de0cf914153b603db8cf681665a	100	ms_int8	1	0	0	0	0	00.00:03:52	2
60-22-64-68	3eba7fb1bbde42a08b2bb4c462c8a5a4	100	ms_int20	1	0	0	0	0	00.00:02:20	0
99-29-39-67	3fb854378da14077bb2a8c9037f4b96a	100	ms_int20	1	0	0	0	0	00.00:08:27	0
64-56-12-31	3fe92c3446ac4ac8aa48a6f446d0ae0b	100	ms_int7	1	0	0	0	0	00.00:02:49	0
75-15-22-67	42f2ed9757df4547920f7f70da3c85d6	100	ms_int21	1	0	0	0	0	00.00:02:10	0
09-82-59-73	43f8e2c93d5842ef949359322eb9cd7f	100	ms_int2	1	0	0	0	0	00.00:05:58	0
89-37-28-49	456d38198d914a039cada59fd5f0d7ab	100	ms_int20	1	0	0	0	0	00.00:10:58	1
27-89-10-10	4594e6c6898842faa44bf867c5a570a7	100	ms_int4	1	0	0	0	0	00.00:03:14	0
67-38-44-18	48f6dfb0f8bf40f09d276afdc9ac3dbb	100	ms_int4	1	0	0	0	0	00.00:04:52	0
25-85-63-15	494a082d8c194a0ab27064ec495d9bba	100	ms_int4	1	0	0	0	0	00.00:02:59	0
87-55-97-01	4b084590213b441ab9f3acf613d26010	100	ms_int21	1	0	0	0	0	00.00:02:42	0
36-50-14-31	4b4a9af6a71a45319bc8bc4a006812b2	100	ms_int21	1	0	0	0	0	00.00:03:08	0
66-13-40-56	4be42080901b4f368d18cda69e962232	100	ms_int21	1	0	0	0	0	00.00:03:30	0
42-05-97-91	5050ba4f46ed40ff91a1d590a16090ee	100	ms_int2	1	0	0	0	0	00.00:02:22	0
65-85-21-58	5050f7a4c4f24c48adcfb372af013cea	100	ms_int2	1	0	0	0	0	00.00:09:35	0
37-31-30-01	511e0d953d284842b047ec6b1329448d	100	ms_int3	1	0	0	0	0	00.00:03:09	0
56-63-15-15	51ed3ab7700b43358ec7393947d72aa6	100	ms_int20	1	0	0	0	0	00.00:08:08	0
46-88-90-25	52daf58a0dad4dedacb588ae213b5fc1	100	ms_int20	1	0	0	0	0	00.00:05:50	0
65-55-45-07	53f5b857e76740a18d7ea13b95223e4a	100	ms_int20	1	0	0	0	0	00.00:04:44	0
37-63-99-64	567cb414cad040ff9bc343de0c78822b	100	ms_int21	1	0	0	0	0	00.00:08:15	0
88-64-55-06	583bb2613fbb4fb98a7decd9cb12d98a	100	ms_int20	1	0	0	0	0	00.00:08:27	0
88-00-68-30	585e3b7f01f846d7be7070311e9ddcbf	100	ms_int20	1	0	0	0	0	00.00:08:14	0
50-19-78-12	593bcfdc91674158a195af5cc533aa33	100	ms_int3	1	0	0	0	0	00.00:02:16	1
57-11-01-36	5b8cf18cb1e942678cbe667f2c6df635	100	ms_int7	1	0	0	0	0	00.00:04:07	0
40-25-11-79	5be2a3af2e6d49e4a8d960c7b133272f	100	ms_int2	1	0	0	0	0	00.00:02:26	0
13-20-20-46	5d33dc38a96549b79c9543b1cb1a9cba	100	ms_int4	1	0	0	0	0	00.00:02:41	0
66-48-22-75	5e6469014fc44013a6d57ceb01b25c15	100	ms_int4	1	0	0	0	0	00.00:02:41	0
68-39-40-28	5f0ec436f96c43299ee2de55eead4bed	100	ms_int8	1	0	0	0	0	00.00:05:13	1
64-39-01-78	5f9e0122146e40c7a95ed59d184c6a9d	100	ms_int2	1	0	0	0	0	00.00:02:13	0
64-46-79-23	612d1b4f668c4be4a66883cafc5942cf	100	ms_int4	1	0	0	0	0	00.00:02:16	0
11-16-29-22	61778a5f4fc84c8d8bc4d7ea05c5e581	100	ms_int21	1	0	0	0	0	00.00:14:55	0
08-83-10-19	61fcec906c8c4540afaf8eaf230d66b9	100	ms_int21	1	0	0	0	0	00.00:06:43	0
33-39-07-41	6240717f25b1415483f940fb56127606	100	ms_int7	1	0	0	0	0	00.00:04:25	0
85-71-73-23	62517003bf9344f7af8e2b8d6f6db577	100	ms_int21	1	0	0	0	0	00.00:04:18	0
39-47-30-83	62c0b47682a44e39a4086979362de043	100	ms_int4	1	0	0	0	0	00.00:04:02	0
07-72-80-37	6512dde775c3462aa671dc6a4ffb1185	100	ms_int20	1	0	0	0	0	00.00:04:09	0
28-87-04-59	65c28a7d851f4d04a036cc43cad0cf4c	100	ms_int2	1	0	0	0	0	00.00:02:46	0
42-01-35-29	662af05020364ee9a0b4f24af57ecf4b	100	ms_int7	1	0	0	0	0	00.00:03:29	0
23-03-58-67	66e8d0bbdbad480789ab663d1b4f0315	100	ms_int21	1	0	0	0	0	00.00:04:52	1
85-20-11-22	68cb8cc4b9a34842a9b3a055e31d35fb	100	ms_int3	1	0	0	0	0	00.00:04:05	0
94-57-50-58	695a592213394918846aed2d43f28c09	100	ms_int8	1	0	0	0	0	00.00:05:26	2
35-15-51-38	6aec62419a0948db918ac1a858121988	100	ms_int2	1	0	0	0	0	00.00:01:18	0
17-96-88-62	6c7aff376a7b4493a835a11043ea43a0	100	ms_int2	1	0	0	0	0	00.00:01:46	0
31-59-30-56	6ddb2b3f45b6400bb18fc3dcccc9e597	100	ms_int4	1	0	0	0	0	00.00:04:07	0
74-91-57-61	6f60845cab7547b6b711580b89cd9050	100	ms_int8	1	0	0	0	0	00.00:03:38	2
04-09-86-86	70af7208aff34b86b75777a1444e150f	100	ms_int21	1	0	0	0	0	00.00:01:50	0
76-17-26-43	71cdb7dafa6942b5a6b10d4d89b114ed	100	ms_int8	1	0	0	0	0	00.00:03:40	1
90-37-89-98	73f9a05515ea48b0ad396c0b09c668b3	100	ms_int20	1	0	0	0	0	00.00:05:44	0
75-40-47-90	778141f2ce8243288f45e10ce7a28f9a	100	ms_int4	1	0	0	0	0	00.00:04:55	0
04-00-36-70	79c7cad8195e4a3c8e98b8c6790cfd4d	100	ms_int3	1	0	0	0	0	00.00:03:20	0
05-41-23-85	7bde9d1ccb9f4ad8aa77409da35ea706	100	ms_int2	1	0	0	0	0	00.00:07:27	0
38-88-02-40	7ebe0e2072864305b210ceda5d23b685	100	ms_int21	1	0	0	0	0	00.00:02:28	0
63-66-22-82	7f67d9e1760b419d857d2d291662e803	100	ms_int2	1	0	0	0	0	00.00:05:50	0
02-35-68-31	80bcd0b6c2dd49969ab3f37be52e0243	100	ms_int4	1	0	0	0	0	00.00:03:14	0
18-56-32-93	8165f9a92cce4bd6b5bcffcc78c6e091	100	ms_int20	1	0	0	0	0	00.00:08:35	1
74-10-18-11	8295e95b25ce43738d6ab2d148884ad7	100	ms_int21	1	0	0	0	0	00.00:03:40	0
74-61-56-35	84acbe5d3b67440aa8c72dd616a93403	100	ms_int20	1	0	0	0	0	00.00:14:24	1
12-44-41-54	85ab4d79241b437e9d4a68de0cb0f711	100	ms_int21	1	0	0	0	0	00.00:03:09	0
93-57-69-91	8628afe21f2e4295a20112238aed23f8	100	ms_int2	1	0	0	0	0	00.00:04:38	0
93-41-62-01	87d08739308541bd9fac433c9c2f6495	100	ms_int4	1	0	0	0	0	00.00:03:43	0
79-18-28-98	888e494d35a648d89a216301fb79a683	100	ms_int7	1	0	0	0	0	00.00:02:48	0
31-35-24-09	8a044c26ad934a9aa8080a4494514da9	100	ms_int3	1	0	0	0	0	00.00:01:30	0
49-25-15-26	8a43b9a8e69b4ce2aa6ed2a3d85aebb6	100	ms_int4	1	0	0	0	0	00.00:01:54	0
09-85-24-15	9038bac3404f4dc7b143a084263c354a	100	ms_int20	1	0	0	0	0	00.00:01:57	0
01-23-11-78	952343e964654c20831b3dd79997ce3d	100	ms_int21	1	0	0	0	0	00.00:04:36	0
39-31-25-18	992a7378672f40cabe4275803e52ba19	100	ms_int21	1	0	0	0	0	00.00:03:13	0
19-67-26-80	9bb824dea3944dfba6a66f43ffec4055	100	ms_int20	1	0	0	0	0	00.00:05:26	0
65-18-86-72	9e5b9b7db5de4912abe6e158bede5cea	100	ms_int4	1	0	0	0	0	00.00:02:07	0
89-59-61-32	a0c20767983f4679a04bc1ede66b4dad	100	ms_int2	1	0	0	0	0	00.00:02:22	0
84-16-35-34	a1405aeaeae44c09a6e44be9e123c2b8	100	ms_int8	1	0	0	0	0	00.00:08:27	1
42-86-00-05	a25aa764258844adab4b30b1ae29f780	100	ms_int21	1	0	0	0	0	00.00:02:18	0
20-94-58-21	a657d52fbf05481483654ad75b27f352	100	ms_int8	1	0	0	0	0	00.00:06:14	1
58-00-29-39	afb12302221449fa89ef23a91633601d	100	ms_int7	1	0	0	0	0	00.00:07:59	0
30-18-12-50	b08c42a9ea45403a8491a6daaed64ddb	100	ms_int4	1	0	0	0	0	00.00:02:48	0
25-13-36-99	b17caa25348243ad826e284160b39202	100	ms_int21	1	0	0	0	0	00.00:06:09	0
06-75-95-28	b1da52d75d2d496bbe311b1991fcc7e2	100	ms_int4	1	0	0	0	0	00.00:02:54	0
80-98-06-14	b21f0c80d07a4dd7a44225198a886383	100	ms_int2	1	0	0	0	0	00.00:02:41	0
54-31-39-65	b2d4c04f34f24d6ab077b62d2dec00cf	100	ms_int21	1	0	0	0	0	00.00:02:34	0
97-11-13-67	b529497e261240d69878432eabba342a	100	ms_int20	1	0	0	0	0	00.00:13:07	0
05-97-64-50	b73e58b96b814bc494103a11e4e98555	100	ms_int21	1	0	0	0	0	00.00:01:14	0
69-60-75-94	bba07ded1bb746d6bdbfb0a8cf5938d5	100	ms_int21	1	0	0	0	0	00.00:01:48	0
57-09-78-79	bc7bfb0b17eb4ada80df74e6497f9caa	100	ms_int20	1	0	0	0	0	00.00:04:33	0
04-43-67-46	c053ae8426df43cfabf65a07a34038f3	100	ms_int7	1	0	0	0	0	00.00:05:34	0
85-94-53-33	c05d97ad1b7248ac8f294f9c591c0a31	100	ms_int2	1	0	0	0	0	00.00:04:33	0
13-68-39-22	c08a00f921744795b4c5995a014b3d36	100	ms_int20	1	0	0	0	0	00.00:06:41	0
87-58-64-97	c21752c112a548c584c96353e292cd9d	100	ms_int4	1	0	0	0	0	00.00:02:55	0
30-04-48-68	c2cc9d9940d6438ca6ae0d20f5ed6d8f	100	ms_int4	1	0	0	0	0	00.00:04:05	0
59-06-41-79	ca8c61bef87949399850e96b984478e7	100	ms_int4	1	0	0	0	0	00.00:01:56	0
56-10-84-59	cd67cd9597b34f6996647dd410e6c196	100	ms_int3	1	0	0	0	0	00.00:05:23	0
21-52-28-08	ce95c559c1514f489ba6707b3d7cd929	100	ms_int21	1	0	0	0	0	00.00:02:14	0
70-53-70-31	cf5d1abfd7c346a0aa13f1c0dbc5a1a0	100	ms_int21	1	0	0	0	0	00.00:04:27	0
11-16-76-56	cf6e080278804a988ab935fc3d3c1dce	100	ms_int21	1	0	0	0	0	00.00:01:59	0
94-80-56-13	d0c99ca520eb4bfdbf801858fd99a5b7	100	ms_int20	1	0	0	0	0	00.00:02:44	1
88-07-79-91	d2d0bce564094388ba8009d8778facde	100	ms_int7	1	0	0	0	0	00.00:02:36	0
19-04-43-26	d2e04cfb904a424a9af3115720b15d09	100	ms_int21	1	0	0	0	0	00.00:02:32	0
04-81-88-74	d2fdea608c58450989cb7868e2adcaa4	100	ms_int3	1	0	0	0	0	00.00:03:31	1
49-97-80-93	d53c5445306e4e24adecfcc51c165ffc	100	ms_int2	1	0	0	0	0	00.00:04:10	0
42-00-48-09	d7c92496759f42e8b1d9d3fac31ed580	100	ms_int21	1	0	0	0	0	00.00:04:21	0
06-33-08-11	d7df42f9185344c7b4fcd62e274e6951	100	ms_int2	1	0	0	0	0	00.00:15:19	1
81-89-88-91	d91da20c758b429296092a31a66f1a4d	100	ms_int8	1	0	0	0	0	00.00:04:54	0
69-15-14-97	d95eec16a5104c9f9d786084963340f7	100	ms_int4	1	0	0	0	0	00.00:01:43	0
93-45-88-93	dd084a5dbbc942d3be7b49ee44ca82fe	100	ms_int2	1	0	0	0	0	00.00:02:06	0
91-55-75-77	ddfc892403494aeea1257bb8aa9a2a9d	100	ms_int20	1	0	0	0	0	00.00:01:58	1
54-30-04-92	de5407551780447db415332e9be6c764	100	ms_int2	1	0	0	0	0	00.00:02:41	0
54-50-38-89	e220fd8304b2469bb28df3179cfec3c8	100	ms_int4	1	0	0	0	0	00.00:01:53	0
66-69-50-58	e3bbfa9a3b2242fc89eb2c8d6d2884c5	100	ms_int2	1	0	0	0	0	00.00:05:20	0
44-47-93-50	e6d08c6cbb9648919b26aa4aa476f40f	100	ms_int4	1	0	0	0	0	00.00:01:53	0
55-89-85-60	e71e15a57d6c403f9eb826803d6f190d	100	ms_int3	1	0	0	0	0	00.00:03:14	1
64-69-29-24	e7715f8b312347e89a1057a0d4f5dd60	100	ms_int20	1	0	0	0	0	00.00:08:04	0
32-60-25-11	e834609b31ac4f2baf0e31ef54bf139a	100	ms_int4	1	0	0	0	0	00.00:03:31	0
32-35-85-84	e9843e80392c46fcbbd4b1267c2c346d	100	ms_int21	1	0	0	0	0	00.00:02:53	0
04-51-68-63	eb74e5f6238d4681bc3013072d10f8da	100	ms_int20	1	0	0	0	0	00.00:05:40	0
20-25-44-09	ec74d92bc3804d3faab97ab44705fa63	100	ms_int2	1	0	0	0	0	00.00:05:27	0
44-41-73-08	eca5092251aa49718a4e73b8a0a44619	100	ms_int21	1	0	0	0	0	00.00:04:18	0
03-83-60-47	edcfbd34e8a247378ee7a26728d83ca6	100	ms_int8	1	0	0	0	0	00.00:03:13	2
75-47-20-82	ee718557cd274b0982e48c783674d21f	100	ms_int4	1	0	0	0	0	00.00:05:30	0
82-75-99-37	f15cb09f87a6468b9d269aeb96b50745	100	ms_int2	1	0	0	0	0	00.00:03:40	0
02-29-52-13	f161089e069e4b8da43606b3d5d1cc30	100	ms_int20	1	0	0	0	0	00.00:02:07	0
66-53-66-79	f6ea4dd39f0f45858224b587f5c743a6	100	ms_int3	1	0	0	0	0	00.00:04:00	0
47-05-07-83	f740ec5b472c457e857478c39078a97a	100	ms_int21	1	0	0	0	0	00.00:02:00	0
46-00-57-01	f90dad36d143466ca4d2db1a9a2c26d5	100	ms_int7	1	0	0	0	0	00.00:03:19	0
71-20-00-66	fba6a5df58324628b1851ed464f96601	100	ms_int20	1	0	0	0	0	00.00:04:14	1
98-64-54-41	fc0e0a0845c44f9aaa930ad3e67e11f7	100	ms_int21	1	0	0	0	0	00.00:09:36	1
96-49-45-16	fe63f0103a824b60891c41f945fee07b	100	ms_int2	1	0	0	0	0	00.00:01:53	0
69-23-99-59	ff4fc55f24564cfba12a0aff25b5d1b9	100	ms_int21	1	0	0	0	0	00.00:04:10	0
07-75-95-18	030675086596473db945dd51ba76ea63	100	ms_int2	1	0	0	0	0	00.00:14:01	0
45-16-05-85	04005157112f4618ad2b02d7b95d9e91	130	ms_int7	1	0	0	0	0	00.00:01:27	0
70-13-41-94	04db37676f914cafbe7ad68e4e704cb4	130	ms_int2	1	0	0	0	0	00.00:06:00	0
12-34-91-86	05fbae43fa1248c09144229b4b5782f1	100	ms_int7	1	0	0	0	0	00.00:04:09	0
77-60-65-07	066c89add7394cbe9f1c1ffbad7f792b	100	ms_int5	1	0	0	0	0	00.00:08:43	0
18-14-89-48	06ce576da25f46008880d83cc8731ea7	100	ms_int2	1	0	0	0	0	00.00:01:38	0
71-32-47-67	087ea5a1831e443f84da2b92b9b2220c	100	ms_int7	1	0	0	0	0	00.00:04:54	0
16-84-53-12	0bca41b6f13e412c9ab27049a231ba81	130	ms_int2	1	0	0	0	0	00.00:01:25	0
96-45-09-70	0d583466c614457093552adc84ac25d2	100	ms_int7	1	0	0	0	0	00.00:02:33	0
79-16-64-14	0e9ef816b08b4ab5a16f1ae8388bfc96	100	ms_int4	1	0	0	0	0	00.00:01:39	0
52-08-14-65	0ffd0314e5374e8eb7fe492f67c9b8af	130	ms_int4	1	0	0	0	0	00.00:02:20	0
55-24-26-29	112294ad360049a38f79aa46b28c3f29	100	ms_int4	1	0	0	0	0	00.00:02:08	0
65-63-90-91	124a954fe28a44a98df9ff7538ef0400	100	ms_int2	1	0	0	0	0	00.00:00:49	0
77-18-00-26	12d242630d6c4b2196209195c472ab4d	100	ms_int4	1	0	0	0	0	00.00:02:00	0
44-78-56-79	1312ff39c0e44feb81c9f45be926091b	100	ms_int10	1	0	0	0	0	00.00:01:41	0
18-28-29-45	14002bf454ed45f58d0b2beb87805ae7	100	ms_int5	1	0	0	0	0	00.00:04:23	0
56-35-13-08	153eeea6cb9f4df0ac5841fb92f9f25e	100	ms_int4	1	0	0	0	0	00.00:01:59	0
81-03-11-35	167e8ef13f984d3097e4a64a4a31235f	130	ms_int2	1	0	0	0	0	00.00:01:55	0
21-17-12-62	19c2782caf1446928aa375d12352b02f	100	ms_int2	1	0	0	0	0	00.00:01:34	0
14-17-51-22	208523740d2d41658dd73e877dfac858	100	ms_int4	1	0	0	0	0	00.00:01:44	0
11-78-29-99	21b64f49a50340a2bb01265a1d0581cf	130	ms_int4	1	0	0	0	0	00.00:02:59	0
92-07-63-34	239853788ebc483bbf9c90ea943ded2a	100	ms_int2	1	0	0	0	0	00.00:02:04	0
04-68-20-53	2431c09718454321ad7c476ec9f9e900	100	ms_int2	1	0	0	0	0	00.00:01:49	0
96-94-94-33	25a72c99765b49a4b5c03068a64e5e46	100	ms_int5	1	0	0	0	0	00.00:04:35	0
46-62-49-66	273fc5e40506425dba7dd06a895793aa	130	ms_int4	1	0	0	0	0	00.00:02:40	0
93-16-15-72	295eb5065fd841bc9b1589c8bd222dbe	100	ms_int2	1	0	0	0	0	00.00:02:03	0
16-05-37-37	29890f61583d4a68ade157d33fd121f1	130	ms_int7	1	0	0	0	0	00.00:01:42	0
02-43-07-08	2a2d5fd7300f435381bd4923c51faefa	100	ms_int5	1	0	0	0	0	00.00:08:11	0
03-23-42-11	2cc6fb5becbf41c6ad89c1a74a27d5b8	130	ms_int4	1	0	0	0	0	00.00:04:44	0
22-32-88-96	2ce1170788bd4d30a164202897977e64	130	ms_int4	1	0	0	0	0	00.00:02:54	0
46-57-99-69	2cfe173b3afb4c0da17b2313ae9f984c	100	ms_int4	1	0	0	0	0	00.00:04:07	0
95-90-48-70	2df31eadfff248e5901b6bfa6ca8597a	100	ms_int2	1	0	0	0	0	00.00:01:56	0
66-62-64-34	2f1360f15ef4475880b2ac0e3e31edd8	100	ms_int11	1	0	0	0	0	00.00:04:16	0
87-80-79-22	2f29971ebd854074913a92ad791eac5b	130	ms_int7	1	0	0	0	0	00.00:02:38	0
44-88-69-83	2fcee3e9d24046d49b362ea36307eae2	130	ms_int2	1	0	0	0	0	00.00:02:57	0
57-60-71-14	31d4f337fdcb4a6fbc732383ea2c3fdd	100	ms_int10	1	0	0	0	0	00.00:02:57	0
67-83-93-03	31e212595da745a0bb51da7e7cf80b0f	130	ms_int7	1	0	0	0	0	00.00:01:26	0
44-76-18-84	35d3c4a7511e4dfbaef830f444ef5a31	130	ms_int2	1	0	0	0	0	00.00:03:35	0
04-08-11-81	36aea16ae80341b8953e395f9ca561ba	100	ms_int5	1	0	0	0	0	00.00:04:37	0
10-26-81-02	3a6cf689ae5c4b7ba43c50f3e1166764	130	ms_int4	1	0	0	0	0	00.00:05:38	0
80-09-68-29	3b05657f2505452ea705ffe6844b448e	130	ms_int4	1	0	0	0	0	00.00:02:42	0
40-60-70-23	3fd28e37ac2f49838cd367f7cfa0b987	130	ms_int7	1	0	0	0	0	00.00:03:53	0
04-91-44-91	40ede29618354b1a9dd6b07d3e9eb3b6	100	ms_int5	1	0	0	0	0	00.00:03:45	0
32-48-69-66	41721284d2494737bc42e59398c86b6a	130	ms_int7	1	0	0	0	0	00.00:02:08	0
05-54-24-53	44aea26a3dd24f8fbe9ee1d58ff62911	130	ms_int7	1	0	0	0	0	00.00:01:47	0
36-05-49-27	46c44952c5e74a40bb09dae1b831da7d	130	ms_int4	1	0	0	0	0	00.00:02:12	0
06-05-25-05	46fed3b7501e4b9aa8923b348ff3d272	130	ms_int2	1	0	0	0	0	00.00:02:31	0
95-23-98-60	47eb8a880e3b41f59ae5f5b3e80bf92a	130	ms_int2	1	0	0	0	0	00.00:01:49	0
06-52-53-94	4c0b69f385974a26915449f7c13213b8	130	ms_int4	1	0	0	0	0	00.00:04:19	0
36-84-21-99	4e0860779ea14075b3ebb79f9c754f84	100	ms_int10	1	0	0	0	0	00.00:00:58	0
04-10-08-00	4fdec13724b2462fb1715757b7b7fa13	130	ms_int2	1	0	0	0	0	00.00:05:51	0
55-48-00-99	522d1405da434478ae9f389a4672f5af	130	ms_int2	1	0	0	0	0	00.00:01:45	0
32-29-64-28	52cbc8fdb61043488e433f5a1ca8d731	100	ms_int20	1	0	0	0	0	00.00:02:35	0
82-73-19-40	53d3c0f2d9754342bd2ea77aff847284	100	ms_int2	1	0	0	0	0	00.00:02:22	0
67-66-40-94	5aaaed512e8c4861ad39143f01ed65bc	100	ms_int7	1	0	0	0	0	00.00:29:08	0
23-18-62-97	5b959241248b429f95471d8241abd364	130	ms_int2	1	0	0	0	0	00.00:05:18	0
31-80-18-59	5c4ba5fd5eda4abe9be461040a517637	100	ms_int4	1	0	0	0	0	00.00:02:04	0
88-10-98-32	5cc38e48c5f84e4581f92e2338ebf16f	130	ms_int4	1	0	0	0	0	00.00:06:18	0
45-11-50-80	60ab3b41f96c42649c40806eaf2f067b	130	ms_int4	1	0	0	0	0	00.00:03:25	0
78-06-49-64	62b498e5f4cd44f5914cb80b65a08fed	100	ms_int2	1	0	0	0	0	00.00:01:55	0
32-87-72-29	63172c3e66e847aa8d6df0bb2d01d98d	130	ms_int2	1	0	0	0	0	00.00:01:24	0
20-46-62-43	6458e1cf2614455e88d3cecf0a2e89dd	130	ms_int2	1	0	0	0	0	00.00:02:57	0
22-83-56-48	654fd8e20d8d4dba8c69476628ca1b21	100	ms_int2	1	0	0	0	0	00.00:01:56	0
22-27-79-49	65a4bf73238d49e8ba874aeddaeddfda	100	ms_int2	1	0	0	0	0	00.00:03:56	0
58-65-84-95	67024d4dcf44490db3cc296fa9ad3f14	100	ms_int5	1	0	0	0	0	00.00:02:45	0
55-23-66-77	67f3b1fa046c488282929df216dc6e5d	100	ms_int2	1	0	0	0	0	00.00:01:58	0
06-94-22-85	67f86e1d947d4b8e803a056dc1013a81	130	ms_int4	1	0	0	0	0	00.00:02:25	0
50-17-45-84	68a942ae8d5c4b519083861198538855	130	ms_int2	1	0	0	0	0	00.00:01:22	0
29-84-90-85	6bb13eb304f04e6297fce758acc5e109	130	ms_int7	1	0	0	0	0	00.00:02:26	0
41-68-62-47	6bf5054d3e054aeeb507ddd127cfb6df	100	ms_int2	1	0	0	0	0	00.00:02:36	0
90-76-50-52	71aff14da3cf44eca0d21052bff5c7e4	100	ms_int5	1	0	0	0	0	00.00:04:33	0
25-07-06-85	7397704ab0d1408f8e128ecc8ca9396b	100	ms_int10	1	0	0	0	0	00.00:05:09	0
80-95-61-41	759a3a7ea53f4a9694ab67d133b2a053	130	ms_int4	1	0	0	0	0	00.00:03:44	0
78-88-84-96	75fb36a7a55d4b08921dc84aa1827c81	100	ms_int2	1	0	0	0	0	00.00:01:49	0
25-51-35-51	76219c02dac9441d9a526feec5e60c46	100	ms_int2	1	0	0	0	0	00.00:02:08	0
02-81-04-55	76572512e624475f8140185bd7a00f34	130	ms_int2	1	0	0	0	0	00.00:02:53	0
57-65-54-05	76faad1a8daa40b0a0600adb6430c972	100	ms_int11	1	0	0	0	0	00.00:03:13	0
57-85-13-87	7738b289016b4acc8f4c69ea5d9b20c6	130	ms_int2	1	0	0	0	0	00.00:01:37	0
36-99-07-66	78069511a41d4fb5b23db79403ce73a2	130	ms_int4	1	0	0	0	0	00.00:02:39	0
14-78-61-25	78e32b3aca0448ccb73b6e1790514bfb	100	ms_int20	1	0	0	0	0	00.00:06:23	0
06-77-67-57	7c15c2e7422d495887293edd3c4b2c41	100	ms_int4	1	0	0	0	0	00.00:02:40	0
85-96-32-21	7c72956844f648e9852b6a357b64f902	100	ms_int2	1	0	0	0	0	00.00:02:10	0
71-79-72-98	7cace1eb631e49009acd0bd13ead3df1	100	ms_int4	1	0	0	0	0	00.00:01:58	0
00-28-91-14	7df59aa5e13b4039abb74fbf22c265f6	130	ms_int2	1	0	0	0	0	00.00:00:54	0
88-27-33-62	7feecd8e4e8f409cb282d220e038c4f1	100	ms_int2	1	0	0	0	0	00.00:01:47	0
98-88-10-75	87c2be9e0def4c9eb1eb1e97f9edc4c5	100	ms_int4	1	0	0	0	0	00.00:04:09	0
10-38-93-54	8814d08d5eac43209c36f246951253f1	130	ms_int4	1	0	0	0	0	00.00:03:18	0
75-88-88-89	8a084ec7ba2c4c55a000bf9d0aec8309	130	ms_int9	1	0	0	0	0	00.00:06:43	0
30-50-93-01	8b5b9f8ee90d4cf59840b6bb5dbb0fc6	100	ms_int11	1	0	0	0	0	00.00:05:25	1
74-78-35-95	8b893429ef95426881073099036aefdd	100	ms_int4	1	0	0	0	0	00.00:04:22	0
69-02-53-19	8d15e3e6e0874b86a42816932e9d85be	130	ms_int4	1	0	0	0	0	00.00:01:14	0
55-66-51-45	8e2f324e54094bbf828297980c326636	130	ms_int4	1	0	0	0	0	00.00:03:27	0
66-70-74-38	8f576c0aa1264dfa8a336e45aa4d19a2	130	ms_int2	1	0	0	0	0	00.00:02:55	0
14-67-74-86	90ef3c2ebd3d415885862e52fcbe9809	130	ms_int7	1	0	0	0	0	00.00:01:38	0
61-62-51-44	934b85cdc3164ff8b7c0da54b1e4deac	100	ms_int2	1	0	0	0	0	00.00:00:55	0
59-76-43-55	942cc2ed239a4ecaa9e111cabf53350e	130	ms_int7	1	0	0	0	0	00.00:00:53	0
92-39-47-50	9572bee28c544f32b463d487f152431e	100	ms_int2	1	0	0	0	0	00.00:01:51	0
23-88-73-58	96cfa0c638fe4487ab779c68dd6ae5b3	100	ms_int4	1	0	0	0	0	00.00:04:17	0
34-11-66-86	983375300eb943c3bba637b89bcf47cd	100	ms_int2	1	0	0	0	0	00.00:02:14	0
44-39-78-16	984d6369596a47adb50a655e2cf6c1b8	100	ms_int5	1	0	0	0	0	00.00:03:56	0
69-71-61-19	9aed7270d8cd4f09a6c347f89b1dd80a	100	ms_int4	1	0	0	0	0	00.00:04:04	0
03-90-96-88	9c936c666b6c4a00b6dabae682c44ae5	100	ms_int7	1	0	0	0	0	00.00:04:42	0
83-31-08-75	9ca35fc5c16a46d192f70d40fdf7bde6	130	ms_int4	1	0	0	0	0	00.00:04:25	0
45-56-52-53	9cd8d7db477141ecae79d90e47d01ea0	100	ms_int5	1	0	0	0	0	00.00:02:18	0
30-29-09-70	a27a9c7853734b5da19cc915b2ff71c2	100	ms_int2	1	0	0	0	0	00.00:02:19	0
70-24-16-49	a3d085e2b73d465aa8e6f6dd943e5635	130	ms_int2	1	0	0	0	0	00.00:01:18	0
75-26-91-47	aa536b8c17654510bde06f2d7c828b87	100	ms_int2	1	0	0	0	0	00.00:52:28	0
94-85-46-34	ac1788d9f2f242d8a0e685af8a8a4175	100	ms_int2	1	0	0	0	0	00.00:01:23	0
35-39-03-85	aca73373b98d48af8be52c6e9e678d63	100	ms_int7	1	0	0	0	0	00.00:03:16	0
51-44-68-27	ad1723bcae2c45129596d701fef99b84	130	ms_int2	1	0	0	0	0	00.00:02:37	0
21-64-11-21	ad858a07082244a2b0228f39ab5b8dec	130	ms_int2	1	0	0	0	0	00.00:01:44	0
65-30-20-90	aff7b949c285480796ee52e5bf7d7aa3	130	ms_int2	1	0	0	0	0	00.00:03:47	0
66-28-58-80	b14a55bf729e439eb2de57f4722772b7	130	ms_int2	1	0	0	0	0	00.00:02:15	0
