interview__key	interview__id	market	market_gps__Latitude	market_gps__Longitude	market_gps__Accuracy	market_gps__Altitude	market_gps__Timestamp	survey_date	week	month	year	product_type__0	product_type__1	product_type__2	product_type__3	product_type__4	product_type__5	product_type__6	product_type__7	product_type__8	product_type__9	product_type__10	product_type__11	product_type__12	product_type__13	product_type__14	product_type__15	product_type__16	product_type__17	product_type__18	product_type__19	fruit_type__0	fruit_type__1	fruit_type__2	fruit_type__3	fruit_type__4	fruit_type__5	fruit_type__6	fruit_type__7	fruit_type__8	fruit_type__9	vegetable_type__0	vegetable_type__1	vegetable_type__2	vegetable_type__3	vegetable_type__4	vegetable_type__5	vegetable_type__6	vegetable_type__7	vegetable_type__8	vegetable_type__9	sssys_irnd	has__errors	interview__status	assignment__id
89-18-88-08	30c8c3ca9eac4a45b8691df84b39cd25	1	-999999999	-999999999	-999999999	-999999999	##N/A##	2021-07-27T21:33:48	2	7	2021	fiji taro	island taro	manioc	sweet potato	yam	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	banana green	banana ripe	watermelon	pineapple	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	Chinese cabbage	cucumber	island cabbage	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	##N/A##	0.6337771772564282	0	100	6
